ID	Title	URL	Version	Word count	OWE	SPURIOUS	SPECIFIC	LETTER	ROUNDUP	NON-UK EDITION	NON-ENGLISH	VIDEO	NON-DISRUPTIVE OWE	OWE_FOCUSSED	OWE_SPECIFIC_LLM	OWE_SPECIFIC_HUMAN	PASSES_SCREENING	PASSES_SCREENING_SPECIFIC	SUMMARY_CHECK	CORRECTION_INSTRUCTIONS	REPLACED_FIELDS
Metro_None_My-sisterinlaw-turned-my	My sister-in-law turned my nephews against me so I took them out of my £250,000 will	https://metro.co.uk/2023/10/18/ive-cut-my-rude-family-out-of-my-250000-will-they-dont-deserve-it-19648703/	original	1268	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_The-original-Frasier-was	The original Frasier was genius – the reboot feels like it was written by ChatGPT	https://metro.co.uk/2023/10/13/the-original-frasier-was-genius-why-has-the-reboot-dumbed-it-down-19657847/	original	1480	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Putting-up-your-tree	Putting up your tree before Christmas Day ruins the festive season	https://metro.co.uk/2023/11/21/putting-tree-christmas-day-ruins-festive-season-19837861/	original	1306	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-learned-my-dad	I learned my dad took his own life from a radio traffic update	https://metro.co.uk/2023/11/15/a-radio-traffic-update-learned-dad-took-life-19822343/	original	1708	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-had-a-panic	I had a panic attack in the middle of sex. My partner’s reaction was perfect	https://metro.co.uk/2024/01/19/a-panic-attack-sex-partners-reaction-perfect-20138284/	original	1113	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Trains-delayed-between-Luton	Trains delayed between Luton and St Albans due to trespasser	https://metro.co.uk/2024/07/29/gatwick-airport-travel-chaos-just-stop-oil-block-southern-terminal-21315762/	original	1979	Yes	No	Yes	No	Yes	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-wear-a-mask	I wear a mask at protests for my own safety, not to commit crimes	https://metro.co.uk/2024/02/12/always-wear-a-mask-protest-not-can-commit-crimes-20265711/	original	920	Yes	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-wear-5-different	I wear 5 different jumpers on Christmas Day – and I have one for each day of the year	https://metro.co.uk/2023/12/07/gyles-brandreth-wear-5-different-jumpers-christmas-day-19936838/	original	1231	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Angry-driver-forces-protesters	Angry driver forces protesters off busy London road as they ‘swarm’ capital	https://metro.co.uk/2025/04/10/angry-driver-forces-protesters-off-busy-london-road-swarm-capital-22884551/	original	547	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Not even owe	Yes	No	no_check		
Metro_None_Metro-readers-side-with	Metro readers side with Packham – he’s only saying what Sir David already has	https://metro.co.uk/2024/07/24/metro-readers-side-chris-packham-saying-sir-david-already-21290261/	original	1140	Yes	No	Yes	Yes	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Id-always-wanted-to	I’d always wanted to be a bridesmaid – then I learned the terrible truth	https://metro.co.uk/2023/11/18/bridezilla-friend-gave-ibs-acne-ghosted-19801332/	original	1599	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Look-at-our-kids	‘Look at our kids — artificial intelligence is already replacing human intelligence’	https://metro.co.uk/2023/11/05/look-at-our-kids-ai-is-already-replacing-human-intelligence-19770883/	original	1066	No	No	Yes	Yes	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Married-at-First-Sight	Married at First Sight has a glaring problem – and it could cause real damage	https://metro.co.uk/2023/10/20/married-at-first-sight-has-a-problem-and-it-could-cause-real-damage-19697674/	original	1504	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Restrictions-on-trans-cricket	Restrictions on trans cricket players won’t stop me playing the game I love	https://metro.co.uk/2023/11/21/told-cricket-coach-trans-response-hit-six-19834804/	original	1304	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_A-rare-condition-turned	A rare condition turned my baby girl into ‘Wolverine’	https://metro.co.uk/2024/08/17/a-rare-condition-turned-baby-girl-wolverine-21426477/	original	1880	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Being-a-mum-at	Being a mum at Christmas is an impossible task	https://metro.co.uk/2023/12/06/a-mum-christmas-impossible-task-19934520/	original	1481	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Put-it-in-I	‘Put it in’, I told him; ‘It already is’, he replied	https://metro.co.uk/2023/11/03/put-it-in-i-told-him-it-already-is-he-replied-19761651/	original	1263	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Sun_2024-08-15_ROYAL-TARGET-Eco-idiots	ROYAL TARGET Eco idiots ‘plotting to storm Windsor Castle and break into private royal grounds in three days of chaos’	https://www.thesun.co.uk/royals/29883400/eco-idiots-plotting-storm-windsor-castle/	original	606	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
Metro_None_I-made-a-pact	I made a pact with myself four years ago – it’s the only reason I’m alive today	https://metro.co.uk/2023/12/14/im-alive-today-a-pact-made-4-years-ago-19961191/	original	1302	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Love-is-priceless-	Love is priceless – but this government has made it only for the rich	https://metro.co.uk/2023/12/06/love-priceless-this-government-made-rich-19933770/	original	1508	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-no-longer-feel	I no longer feel scared to walk down the street at Christmas	https://metro.co.uk/2023/12/24/no-longer-feel-scared-walk-street-christmas-20008390/	original	1505	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_This-10minute-daily-routine	This 10-minute daily routine helps me feel closer to my kids	https://metro.co.uk/2023/12/23/this-10-minute-daily-routine-helps-feel-closer-kids-20008258/	original	1280	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_My-first-dates-admission	My first date’s admission made the old ladies in the café spit out their coffee	https://metro.co.uk/2024/02/24/dates-admission-made-old-ladies-cafe-spit-coffee-20072005/	original	1284	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Rocky-is-on-death	Rocky is on death row for murdering his neighbour – he’s spent 30 years pleading his innocence	https://metro.co.uk/2023/11/08/rocky-is-on-death-row-for-murder-hes-spent-30-years-pleading-his-innocence-19792007/	original	1468	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-dont-like-some	I don’t like some of my wedding presents – can I regift them?	https://metro.co.uk/2023/11/19/want-regift-wedding-presents-make-a-cheapskate-19837612/	original	1201	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Police-issue-major-update	Police issue major update on TV paramedic and girlfriend found dead at home	https://metro.co.uk/2024/06/28/police-issue-update-tv-paramedic-girlfriend-found-dead-home-21127068/	original	493	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-thought-running-20	I thought running 20 miles a day made me healthy – then I broke both my legs	https://metro.co.uk/2023/11/12/i-thought-i-was-coping-then-i-broke-my-legs-from-running-too-much-19767422/	original	1735	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_People-dont-realise-the	People don’t realise the damage they do every time they mispronounce my name	https://metro.co.uk/2023/12/27/say-name-correctly-damage-every-time-dont-19979527/	original	1170	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-came-out-as	I came out as trans after completely losing my eyesight	https://metro.co.uk/2023/12/31/im-blind-dont-need-able-see-know-im-a-trans-woman-20033956/	original	1322	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_My-26yearold-friend-told	My 26-year-old friend told me she’s engaged. I asked her to call off the wedding	https://metro.co.uk/2024/01/06/told-26-year-old-friend-call-off-wedding-young-20029169/	original	1391	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_My-children-inherited-my	My children inherited my genetic condition – here’s how I make Christmas special for them	https://metro.co.uk/2023/12/14/takes-santas-help-make-sure-christmas-special-visually-impaired-kids-19973655/	original	1496	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_This-underrated-sex-act	This underrated sex act is the best form of foreplay	https://metro.co.uk/2024/01/12/this-underrated-sex-act-best-form-foreplay-20101757/	original	1240	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_We-couldnt-get-pregnant	We couldn’t get pregnant so adopted two children – then we gave birth to triplets	https://metro.co.uk/2023/10/19/after-fertility-struggles-i-went-from-having-0-to-5-kids-in-18-months-19689212/	original	1475	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Sorry-Spice-Girls-Girls	Sorry, Spice Girls: Girls Aloud are the best girlband of all time	https://metro.co.uk/2023/11/23/sorry-spice-girls-girls-aloud-best-girlband-time-19869239/	original	1063	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Sun_2025-01-03_THE-SUN-SAYS-Ed	THE SUN SAYS Ed Miliband’s uncontrolled fanaticism is now an economic and political liability	https://www.thesun.co.uk/news/32602919/ed-miliband-political-liability-sun-says/	original	425	No	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Arriving-in-the-UK	Arriving in the UK as a refugee, a stranger welcomed me into her family	https://metro.co.uk/2023/12/10/a-strangers-kindness-saved-brother-killed-im-trans-19923999/	original	1528	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Who-cares-if-Strictlys	Who cares if Strictly’s Layton Williams has dance experience? He’s a joy to watch	https://metro.co.uk/2023/09/30/who-cares-if-strictlys-layton-williams-has-dance-experience-hes-a-joy-to-watch-19573680/	original	1219	No	Yes	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_5-things-we-learned	5 things we learned at Reform UK’s rowdy party conference including whose life ‘is ruined’	https://metro.co.uk/2024/09/20/five-things-learned-reform-uks-rowdy-party-conference-21644680/	original	995	No	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Waiting-21-years-for	Waiting 21 years for my second baby was key to becoming a confident parent	https://metro.co.uk/2023/12/03/children-21-years-apart-taught-important-lesson-19801292/	original	1190	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-wont-let-transphobia	I won’t let transphobia stop me from being a professional darts player	https://metro.co.uk/2023/12/03/wont-let-transphobia-stop-a-professional-darts-player-19906515/	original	1369	No	Yes	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-need-you-to	I need you to know about what happens in the 48 hours after being raped	https://metro.co.uk/2023/10/07/i-need-you-to-know-about-what-happens-in-the-48-hours-after-being-raped-19616939/	original	1556	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_MPs-like-me-have	MPs like me have been betrayed by Rishi on Yemen – where was our vote?	https://metro.co.uk/2024/01/13/mps-like-betrayed-rishi-yemen-vote-20107245/	original	1132	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Im-furious--my	I’m furious – my friends have booked their wedding for 3 days before mine	https://metro.co.uk/2023/12/10/im-furious-friends-booked-wedding-3-days-mine-19940140/	original	1064	No	Yes	No	Yes	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_A-fiveword-question-made	A five-word question made me realise I had to set up a running group for Black women	https://metro.co.uk/2023/11/25/started-black-girls-run-uk-encourage-black-women-run-19859656/	original	1287	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Secret-files-from-the	Secret files from the 90s reveal UK knew about huge nuclear war secret	https://metro.co.uk/2024/11/03/secret-files-90s-reveal-uk-knew-huge-nuclear-war-secret-21909104/	original	1136	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_A-female-colleague-stroked	A female colleague stroked my hair daily – I didn’t realise it was sexual harassment	https://metro.co.uk/2023/12/19/didnt-realise-sexually-harassed-abuser-a-woman-19959065/	original	1271	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_How-a-7yearolds-death	How a 7-year-old’s death shows the inhumanity of Israel’s bombing	https://metro.co.uk/2024/02/19/a-7-year-olds-death-shows-inhumanity-israels-bombing-20305239/	original	1080	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_What-is-an-abrosexual	What is an abrosexual? Let me explain, as it took me 30 years to realise my identity	https://metro.co.uk/2024/07/05/abrosexual-took-30-years-this-writer-realise-21172845/	original	1236	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Woman-was-shushed-during	Woman was shushed during performance of Swan Lake so her husband broke shusher’s eye	https://metro.co.uk/2024/01/29/ballet-fan-repeatedly-punched-left-broken-eye-socket-swan-lake-20187994/	original	316	No	Yes	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Why-arent-we-calling	Why aren’t we calling out the toxic behaviour of the MAFS women?	https://metro.co.uk/2023/11/10/arent-calling-toxic-behaviour-mafs-women-19803560/	original	1169	No	Yes	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Im-fed-up-with	I’m fed up with all the new elaborate Christmas trends for kids	https://metro.co.uk/2023/12/18/10-things-hate-yule-parents-edition-19961055/	original	1386	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Ill-be-watching-Kneecaps	I’ll be watching Kneecap’s prime time Glastonbury set – they deserve to be there	https://metro.co.uk/2025/06/28/kneecaps-glastonbury-performance-makes-clear-festival-23527949/	original	967	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Im-not-afraid-of	I’m not afraid of hard work but balancing everything as a mum is the most challenging job	https://metro.co.uk/2024/01/13/first-week-term-tears-not-reason-expect-20099374/	original	1357	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_A-Boris-and-Farage	A Boris and Farage dream team? The Tories have lost their minds	https://metro.co.uk/2023/12/12/a-boris-farage-dream-team-tories-lost-minds-19962286/	original	1278	No	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Sun_2024-10-03_SIR-KEIR-STARMER-I	SIR KEIR STARMER I will not sacrifice Great British industry to the drum-banging, finger-wagging Net Zero extremists	https://www.thesun.co.uk/news/30853358/keir-starmer-great-british-industry-net-zero/	original	536	Yes	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Sun_2024-07-09_ON-THE-STREETS-Waiters	ON THE STREETS Waiters in Spain holiday hotspot forced to live in TENTS as tourist property boom sees slum-like shanty towns spring up	https://www.thesun.co.uk/news/29066341/waiter-forced-live-tents-slum-like-shanty-towns/	original	865	No	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-fancied-my-first	I fancied my first date – until a misunderstanding almost ruined everything	https://metro.co.uk/2023/12/16/couldnt-wait-first-date-said-packed-a-bag-19797154/	original	1346	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Big-Brother-is-triggering	Big Brother is triggering for people like me – it needs to change	https://metro.co.uk/2023/10/23/big-brother-is-triggering-for-people-like-me-it-needs-to-change-19706508/	original	1199	No	Yes	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Creepy-Jeff-Bezos-mannequins	Creepy Jeff Bezos mannequin’s ‘Titanic moment’ on Venice canals as Amazon boss wedding nears	https://metro.co.uk/2025/06/24/creepy-mannequins-jeff-bezos-lauren-sanchez-seen-riding-venetian-gondola-23494755/	original	701	No	Yes	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_My-facial-scars-are	My facial scars are not your Halloween costume	https://metro.co.uk/2023/10/31/my-facial-scars-are-not-your-halloween-costume-2-17633180/	original	1249	No	Yes	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-thought-my-drinking	I thought my drinking was normal even when I couldn’t remember the night before	https://metro.co.uk/2023/12/31/forget-happened-still-thought-drinking-normal-20035772/	original	1516	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Greta-Thunberg-dragged-away	Greta Thunberg dragged away from climate protest by police	https://metro.co.uk/2024/04/06/greta-thunberg-dragged-away-climate-protest-dutch-police-20598996/	original	315	Yes	No	Yes	No	No	No	No	No	No	No	Yes	Unused	No	No	no_check		
Metro_None_Granny-of-6-has	Granny of 6 has everyone in shock when she reveals her age	https://metro.co.uk/2023/11/06/ive-never-looked-better-and-even-get-asked-out-by-men-30-years-my-junior-19779891/	original	1335	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Sun_2024-09-27_ART-VANDALS-Moment-Just	ART VANDALS Moment Just Stop Oil eco-idiots throw SOUP over Van Gogh’s painting hours after 2 other activists jailed for same stunt	https://www.thesun.co.uk/news/30718520/just-stop-oil-vincent-van-gogh-painting/	original	393	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
Metro_None_Billionaire-hotel-tycoon-reveals	Billionaire hotel tycoon reveals £25,000,000,000 Heathrow expansion plan	https://metro.co.uk/2025/08/01/billionaire-hotel-tycoon-reveals-25-000-000-000-heathrow-expansion-plan-23798157/	original	1199	No	No	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_My-fouryearolds-response-to	My four-year-old’s response to a question about my gender left me proud	https://metro.co.uk/2023/10/22/my-four-year-olds-response-to-a-question-about-my-gender-left-me-proud-19690703/	original	1176	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Our-first-date-lasted	Our first date lasted 10 hours – by the end of it I was in love	https://metro.co.uk/2024/01/06/first-date-lasted-10-hours-end-love-19922319/	original	1515	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_The-truth-behind-the	The truth behind the real-life stories of Sherwood season 2 revealed	https://metro.co.uk/2024/08/25/truth-behind-real-life-stories-sherwood-season-2-revealed-21464559/	original	1414	No	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Black-queer-men-face	Black queer men face one big challenge when it comes to sex	https://metro.co.uk/2023/10/03/black-queer-men-face-one-big-challenge-when-it-comes-to-sex-19590158/	original	1271	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_An-Instagram-trend-reminded	An Instagram trend reminded me of a grim fact about motherhood	https://metro.co.uk/2023/11/14/instagram-trend-reminded-a-grim-fact-motherhood-19820214/	original	1238	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-moved-from-London	I moved from London to rural Wales to escape my family	https://metro.co.uk/2023/11/01/sister-aunt-and-niece-are-just-nouns-not-an-excuse-for-bad-behaviour-19705228/	original	1415	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-havent-bought-a	I haven’t bought a present in 10 years and it’s made Christmas better	https://metro.co.uk/2023/12/20/dont-buy-christmas-presents-family-havent-10-years-19975781/	original	1265	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-met-my-birth	I met my birth mum after 11 years – her question took me by surprise	https://metro.co.uk/2023/10/20/i-met-my-birth-mum-after-11-years-her-question-took-me-by-surprise-19687623/	original	1739	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Map-shows-parts-of	Map shows parts of UK that could be underwater by 2050	https://metro.co.uk/2024/04/27/climate-change-map-shows-uk-areas-water-2050-2-20725267/	original	688	Yes	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_My-son-has-a	My son has a lifelong condition but we have to wait three years for help	https://metro.co.uk/2023/12/22/will-wait-2026-get-adhd-diagnosis-4-year-old-19964381/	original	1530	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Sun_2024-11-23_MEET-THE-MOGGS-Inside	MEET THE MOGGS Inside unlikely reality star Jacob Rees-Mogg’s family home including silver-platter dinners & odd most prized possession	https://www.thesun.co.uk/news/politics/31894938/jacob-rees-mogg-reality-tv/	original	1461	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-wanted-to-come	I wanted to come out as trans but one thing held me back	https://metro.co.uk/2024/02/26/eating-disorder-prevented-trans-woman-20069620/	original	1461	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_My-child-has-as	My child has as much right to make noise in a restaurant as you do	https://metro.co.uk/2023/11/02/my-child-has-as-much-right-to-make-noise-in-a-restaurant-as-you-do-19760977/	original	1239	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Cassie-has-every-right	Cassie has every right to accept Diddy’s money	https://metro.co.uk/2023/11/20/cassie-every-right-accept-diddys-money-19851105/	original	1058	No	Yes	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_How-to-become-an	How to become an Oxfam Glastonbury volunteer and other major festivals in 2024	https://metro.co.uk/2024/02/01/become-oxfam-glastonbury-volunteer-festivals-2024-20208046/	original	566	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Sun_2024-08-29_SUPER-FORTRESS-Stay-away	SUPER FORTRESS ‘Stay away’ warning as major royal residence encircled by ring of steel over ‘plot to storm grounds’ in 3 days of chaos	https://www.thesun.co.uk/royals/30152013/major-royal-residence-encircled-ring-steel-storm-grounds/	original	663	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
Metro_None_I-friendzoned-my-date	I friend-zoned my date – then he did something unexpected and dangerous	https://metro.co.uk/2023/12/17/friend-zoned-date-something-unexpected-dangerous-19957714/	original	1543	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-faked-my-own	I faked my own death to escape my stalker	https://metro.co.uk/2023/11/25/escape-a-man-pretended-died-escalator-accident-19856845/	original	1944	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-sat-through-the	I sat through the Brianna Ghey trial – this is what I learned as a trans person	https://metro.co.uk/2024/02/02/sat-brianna-ghey-trial-this-like-2-20214548/	original	1083	No	Yes	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Stonehenge-damaged-after-being	Stonehenge damaged after being covered in orange spray paint by Just Stop Oil	https://metro.co.uk/2024/06/19/stonehenge-spray-painted-orange-protesters-21064583/	original	835	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
